"동별,""독거노인별"",""성별"",""항목"",""단위"",""2019 년"",""2020 년"",""2021 년"",""2022 년"",""2023 년"","
"상봉1동,""합계"",""계"",""독거노인현황(성별)"","""",""1800"",""896"",""958"",""1051"",""1147"","
"상봉1동,""합계"",""남"",""독거노인현황(성별)"","""",""594"",""266"",""278"",""320"",""372"","
"상봉1동,""합계"",""여"",""독거노인현황(성별)"","""",""1206"",""630"",""680"",""731"",""775"","
"상봉1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""306"",""356"",""395"",""441"",""486"","
"상봉1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""100"",""124"",""133"",""150"",""172"","
"상봉1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""206"",""232"",""262"",""291"",""314"","
"상봉1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""50"",""36"",""69"",""22"",""25"","
"상봉1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""11"",""6"",""16"",""5"",""7"","
"상봉1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""39"",""30"",""53"",""17"",""18"","
"상봉1동,""일   반"",""계"",""독거노인현황(성별)"","""",""1444"",""504"",""494"",""588"",""636"","
"상봉1동,""일   반"",""남"",""독거노인현황(성별)"","""",""483"",""136"",""129"",""165"",""193"","
"상봉1동,""일   반"",""여"",""독거노인현황(성별)"","""",""961"",""368"",""365"",""423"",""443"","
"상봉2동,""합계"",""계"",""독거노인현황(성별)"","""",""748"",""883"",""955"",""1000"",""1111"","
"상봉2동,""합계"",""남"",""독거노인현황(성별)"","""",""273"",""351"",""387"",""404"",""468"","
"상봉2동,""합계"",""여"",""독거노인현황(성별)"","""",""475"",""532"",""568"",""596"",""643"","
"상봉2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""206"",""262"",""284"",""309"",""365"","
"상봉2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""93"",""123"",""125"",""139"",""171"","
"상봉2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""113"",""139"",""159"",""170"",""194"","
"상봉2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""28"",""24"",""52"",""19"",""12"","
"상봉2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""9"",""11"",""23"",""7"",""1"","
"상봉2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""19"",""13"",""29"",""12"",""11"","
"상봉2동,""일   반"",""계"",""독거노인현황(성별)"","""",""514"",""597"",""619"",""672"",""734"","
"상봉2동,""일   반"",""남"",""독거노인현황(성별)"","""",""171"",""217"",""239"",""258"",""296"","
"상봉2동,""일   반"",""여"",""독거노인현황(성별)"","""",""343"",""380"",""380"",""414"",""438"","
"중화1동,""합계"",""계"",""독거노인현황(성별)"","""",""695"",""816"",""864"",""937"",""971"","
"중화1동,""합계"",""남"",""독거노인현황(성별)"","""",""227"",""264"",""295"",""322"",""346"","
"중화1동,""합계"",""여"",""독거노인현황(성별)"","""",""468"",""552"",""569"",""615"",""625"","
"중화1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""166"",""229"",""270"",""284"",""301"","
"중화1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""49"",""64"",""87"",""95"",""111"","
"중화1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""117"",""165"",""183"",""189"",""190"","
"중화1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""36"",""35"",""47"",""21"",""18"","
"중화1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""13"",""10"",""11"",""7"",""6"","
"중화1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""23"",""25"",""36"",""14"",""12"","
"중화1동,""일   반"",""계"",""독거노인현황(성별)"","""",""493"",""552"",""547"",""632"",""652"","
"중화1동,""일   반"",""남"",""독거노인현황(성별)"","""",""165"",""190"",""197"",""220"",""229"","
"중화1동,""일   반"",""여"",""독거노인현황(성별)"","""",""328"",""362"",""350"",""412"",""423"","
"중화2동,""합계"",""계"",""독거노인현황(성별)"","""",""1182"",""1575"",""1676"",""1765"",""1947"","
"중화2동,""합계"",""남"",""독거노인현황(성별)"","""",""427"",""635"",""721"",""754"",""855"","
"중화2동,""합계"",""여"",""독거노인현황(성별)"","""",""755"",""940"",""955"",""1011"",""1092"","
"중화2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""506"",""640"",""697"",""755"",""828"","
"중화2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""208"",""279"",""316"",""335"",""373"","
"중화2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""298"",""361"",""381"",""420"",""455"","
"중화2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""75"",""44"",""122"",""33"",""30"","
"중화2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""19"",""10"",""39"",""10"",""8"","
"중화2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""56"",""34"",""83"",""23"",""22"","
"중화2동,""일   반"",""계"",""독거노인현황(성별)"","""",""601"",""891"",""857"",""977"",""1089"","
"중화2동,""일   반"",""남"",""독거노인현황(성별)"","""",""200"",""346"",""366"",""409"",""474"","
"중화2동,""일   반"",""여"",""독거노인현황(성별)"","""",""401"",""545"",""491"",""568"",""615"","
"묵1동,""합계"",""계"",""독거노인현황(성별)"","""",""773"",""1045"",""1113"",""1206"",""1300"","
"묵1동,""합계"",""남"",""독거노인현황(성별)"","""",""235"",""316"",""348"",""359"",""395"","
"묵1동,""합계"",""여"",""독거노인현황(성별)"","""",""538"",""729"",""765"",""847"",""905"","
"묵1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""200"",""272"",""313"",""337"",""356"","
"묵1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""60"",""78"",""83"",""92"",""102"","
"묵1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""140"",""194"",""230"",""245"",""254"","
"묵1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""47"",""47"",""68"",""28"",""21"","
"묵1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""5"",""6"",""12"",""8"",""6"","
"묵1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""42"",""41"",""56"",""20"",""15"","
"묵1동,""일   반"",""계"",""독거노인현황(성별)"","""",""526"",""726"",""732"",""841"",""923"","
"묵1동,""일   반"",""남"",""독거노인현황(성별)"","""",""170"",""232"",""253"",""259"",""287"","
"묵1동,""일   반"",""여"",""독거노인현황(성별)"","""",""356"",""494"",""479"",""582"",""636"","
"묵2동,""합계"",""계"",""독거노인현황(성별)"","""",""757"",""873"",""962"",""979"",""1067"","
"묵2동,""합계"",""남"",""독거노인현황(성별)"","""",""245"",""297"",""334"",""342"",""381"","
"묵2동,""합계"",""여"",""독거노인현황(성별)"","""",""512"",""576"",""628"",""637"",""686"","
"묵2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""222"",""270"",""315"",""319"",""350"","
"묵2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""71"",""87"",""108"",""119"",""134"","
"묵2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""151"",""183"",""207"",""200"",""216"","
"묵2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""44"",""34"",""58"",""31"",""29"","
"묵2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""12"",""10"",""21"",""7"",""7"","
"묵2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""32"",""24"",""37"",""24"",""22"","
"묵2동,""일   반"",""계"",""독거노인현황(성별)"","""",""491"",""569"",""589"",""629"",""688"","
"묵2동,""일   반"",""남"",""독거노인현황(성별)"","""",""162"",""200"",""205"",""216"",""240"","
"묵2동,""일   반"",""여"",""독거노인현황(성별)"","""",""329"",""369"",""384"",""413"",""448"","
"망우3동,""합계"",""계"",""독거노인현황(성별)"","""",""874"",""1019"",""1106"",""1177"",""1271"","
"망우3동,""합계"",""남"",""독거노인현황(성별)"","""",""308"",""377"",""422"",""475"",""540"","
"망우3동,""합계"",""여"",""독거노인현황(성별)"","""",""566"",""642"",""684"",""702"",""731"","
"망우3동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""320"",""402"",""483"",""528"",""581"","
"망우3동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""130"",""176"",""208"",""245"",""286"","
"망우3동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""190"",""226"",""275"",""283"",""295"","
"망우3동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""50"",""36"",""81"",""24"",""16"","
"망우3동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""11"",""12"",""31"",""5"",""6"","
"망우3동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""39"",""24"",""50"",""19"",""10"","
"망우3동,""일   반"",""계"",""독거노인현황(성별)"","""",""504"",""581"",""542"",""625"",""674"","
"망우3동,""일   반"",""남"",""독거노인현황(성별)"","""",""167"",""189"",""183"",""225"",""248"","
"망우3동,""일   반"",""여"",""독거노인현황(성별)"","""",""337"",""392"",""359"",""400"",""426"","
"신내1동,""합계"",""계"",""독거노인현황(성별)"","""",""1765"",""1184"",""1260"",""1341"",""1475"","
"신내1동,""합계"",""남"",""독거노인현황(성별)"","""",""565"",""340"",""370"",""396"",""437"","
"신내1동,""합계"",""여"",""독거노인현황(성별)"","""",""1200"",""844"",""890"",""945"",""1038"","
"신내1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""328"",""483"",""495"",""526"",""566"","
"신내1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""95"",""133"",""142"",""141"",""145"","
"신내1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""233"",""350"",""353"",""385"",""421"","
"신내1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""77"",""53"",""135"",""44"",""44"","
"신내1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""17"",""12"",""35"",""10"",""7"","
"신내1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""60"",""41"",""100"",""34"",""37"","
"신내1동,""일   반"",""계"",""독거노인현황(성별)"","""",""1360"",""648"",""630"",""771"",""865"","
"신내1동,""일   반"",""남"",""독거노인현황(성별)"","""",""453"",""195"",""193"",""245"",""285"","
"신내1동,""일   반"",""여"",""독거노인현황(성별)"","""",""907"",""453"",""437"",""526"",""580"","
"신내2동,""합계"",""계"",""독거노인현황(성별)"","""",""855"",""1076"",""1134"",""1222"",""1310"","
"신내2동,""합계"",""남"",""독거노인현황(성별)"","""",""270"",""304"",""321"",""364"",""395"","
"신내2동,""합계"",""여"",""독거노인현황(성별)"","""",""585"",""772"",""813"",""858"",""915"","
"신내2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""322"",""391"",""440"",""493"",""523"","
"신내2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""113"",""133"",""148"",""170"",""188"","
"신내2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""209"",""258"",""292"",""323"",""335"","
"신내2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""53"",""42"",""85"",""28"",""23"","
"신내2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""15"",""8"",""17"",""5"",""3"","
"신내2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""38"",""34"",""68"",""23"",""20"","
"신내2동,""일   반"",""계"",""독거노인현황(성별)"","""",""480"",""643"",""609"",""701"",""764"","
"신내2동,""일   반"",""남"",""독거노인현황(성별)"","""",""142"",""163"",""156"",""189"",""204"","
"신내2동,""일   반"",""여"",""독거노인현황(성별)"","""",""338"",""480"",""453"",""512"",""560"","
"면목본동,""합계"",""계"",""독거노인현황(성별)"","""",""1245"",""1727"",""1889"",""2040"",""2187"","
"면목본동,""합계"",""남"",""독거노인현황(성별)"","""",""408"",""587"",""661"",""738"",""816"","
"면목본동,""합계"",""여"",""독거노인현황(성별)"","""",""837"",""1140"",""1228"",""1302"",""1371"","
"면목본동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""437"",""575"",""692"",""791"",""826"","
"면목본동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""142"",""199"",""250"",""309"",""319"","
"면목본동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""295"",""376"",""442"",""482"",""507"","
"면목본동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""69"",""59"",""136"",""44"",""33"","
"면목본동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""15"",""9"",""37"",""6"",""2"","
"면목본동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""54"",""50"",""99"",""38"",""31"","
"면목본동,""일   반"",""계"",""독거노인현황(성별)"","""",""739"",""1093"",""1061"",""1205"",""1328"","
"면목본동,""일   반"",""남"",""독거노인현황(성별)"","""",""251"",""379"",""374"",""423"",""495"","
"면목본동,""일   반"",""여"",""독거노인현황(성별)"","""",""488"",""714"",""687"",""782"",""833"","
"면목3.8동,""합계"",""계"",""독거노인현황(성별)"","""",""1177"",""1363"",""1443"",""1575"",""1686"","
"면목3.8동,""합계"",""남"",""독거노인현황(성별)"","""",""398"",""486"",""515"",""568"",""604"","
"면목3.8동,""합계"",""여"",""독거노인현황(성별)"","""",""779"",""877"",""928"",""1007"",""1082"","
"면목3.8동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""375"",""493"",""546"",""568"",""610"","
"면목3.8동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""138"",""172"",""198"",""211"",""227"","
"면목3.8동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""237"",""321"",""348"",""357"",""383"","
"면목3.8동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""69"",""48"",""109"",""32"",""22"","
"면목3.8동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""17"",""15"",""30"",""13"",""7"","
"면목3.8동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""52"",""33"",""79"",""19"",""15"","
"면목3.8동,""일   반"",""계"",""독거노인현황(성별)"","""",""733"",""822"",""788"",""975"",""1054"","
"면목3.8동,""일   반"",""남"",""독거노인현황(성별)"","""",""243"",""299"",""287"",""344"",""370"","
"면목3.8동,""일   반"",""여"",""독거노인현황(성별)"","""",""490"",""523"",""501"",""631"",""684"","
"망우본동,""합계"",""계"",""독거노인현황(성별)"","""",""1332"",""1686"",""1810"",""2094"",""2289"","
"망우본동,""합계"",""남"",""독거노인현황(성별)"","""",""464"",""640"",""687"",""823"",""954"","
"망우본동,""합계"",""여"",""독거노인현황(성별)"","""",""868"",""1046"",""1123"",""1271"",""1335"","
"망우본동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""466"",""633"",""698"",""854"",""947"","
"망우본동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""173"",""248"",""272"",""338"",""397"","
"망우본동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""293"",""385"",""426"",""516"",""550"","
"망우본동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""76"",""58"",""124"",""39"",""39"","
"망우본동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""27"",""18"",""35"",""7"",""7"","
"망우본동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""49"",""40"",""89"",""32"",""32"","
"망우본동,""일   반"",""계"",""독거노인현황(성별)"","""",""790"",""995"",""988"",""1201"",""1303"","
"망우본동,""일   반"",""남"",""독거노인현황(성별)"","""",""264"",""374"",""380"",""478"",""550"","
"망우본동,""일   반"",""여"",""독거노인현황(성별)"","""",""526"",""621"",""608"",""723"",""753"","
"성북구,""합계"",""계"",""독거노인현황(성별)"","""",""15668"",""17225"",""18225"",""18524"",""19763"","
"성북구,""합계"",""남"",""독거노인현황(성별)"","""",""4601"",""5167"",""5551"",""5559"",""6099"","
"성북구,""합계"",""여"",""독거노인현황(성별)"","""",""11067"",""12058"",""12674"",""12965"",""13664"","
"성북구,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""3699"",""4141"",""4725"",""6880"",""7495"","
"성북구,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""1222"",""1399"",""1627"",""2598"",""2857"","
"성북구,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""2477"",""2742"",""3098"",""4282"",""4638"","
"성북구,""저소득노인"",""계"",""독거노인현황(성별)"","""",""1094"",""824"",""698"",""336"",""994"","
"성북구,""저소득노인"",""남"",""독거노인현황(성별)"","""",""226"",""188"",""163"",""145"",""315"","
"성북구,""저소득노인"",""여"",""독거노인현황(성별)"","""",""868"",""636"",""535"",""191"",""679"","
"성북구,""일   반"",""계"",""독거노인현황(성별)"","""",""10875"",""12260"",""12802"",""11308"",""11274"","
"성북구,""일   반"",""남"",""독거노인현황(성별)"","""",""3153"",""3580"",""3761"",""2816"",""2927"","
"성북구,""일   반"",""여"",""독거노인현황(성별)"","""",""7722"",""8680"",""9041"",""8492"",""8347"","
"돈암1동,""합계"",""계"",""독거노인현황(성별)"","""",""569"",""627"",""679"",""713"",""744"","
"돈암1동,""합계"",""남"",""독거노인현황(성별)"","""",""147"",""167"",""188"",""186"",""198"","
"돈암1동,""합계"",""여"",""독거노인현황(성별)"","""",""422"",""460"",""491"",""527"",""546"","
"돈암1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""154"",""185"",""221"",""370"",""391"","
"돈암1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""39"",""52"",""62"",""122"",""127"","
"돈암1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""115"",""133"",""159"",""248"",""264"","
"돈암1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""54"",""38"",""31"",""14"",""30"","
"돈암1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""7"",""5"",""5"",""7"","
"돈암1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""47"",""31"",""26"",""9"",""23"","
"돈암1동,""일   반"",""계"",""독거노인현황(성별)"","""",""361"",""404"",""427"",""329"",""323"","
"돈암1동,""일   반"",""남"",""독거노인현황(성별)"","""",""101"",""108"",""121"",""59"",""64"","
"돈암1동,""일   반"",""여"",""독거노인현황(성별)"","""",""260"",""296"",""306"",""270"",""259"","
"돈암2동,""합계"",""계"",""독거노인현황(성별)"","""",""497"",""563"",""574"",""595"",""629"","
"돈암2동,""합계"",""남"",""독거노인현황(성별)"","""",""122"",""139"",""139"",""145"",""158"","
"돈암2동,""합계"",""여"",""독거노인현황(성별)"","""",""375"",""424"",""435"",""450"",""471"","
"돈암2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""107"",""125"",""138"",""198"",""211"","
"돈암2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""44"",""51"",""50"",""78"",""85"","
"돈암2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""63"",""74"",""88"",""120"",""126"","
"돈암2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""30"",""23"",""15"",""16"",""22"","
"돈암2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""6"",""6"",""6"",""8"",""9"","
"돈암2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""24"",""17"",""9"",""8"",""13"","
"돈암2동,""일   반"",""계"",""독거노인현황(성별)"","""",""360"",""415"",""421"",""381"",""396"","
"돈암2동,""일   반"",""남"",""독거노인현황(성별)"","""",""72"",""82"",""83"",""59"",""64"","
"돈암2동,""일   반"",""여"",""독거노인현황(성별)"","""",""288"",""333"",""338"",""322"",""332"","
"안암동,""합계"",""계"",""독거노인현황(성별)"","""",""580"",""620"",""621"",""617"",""650"","
"안암동,""합계"",""남"",""독거노인현황(성별)"","""",""169"",""170"",""169"",""184"",""201"","
"안암동,""합계"",""여"",""독거노인현황(성별)"","""",""411"",""450"",""452"",""433"",""449"","
"안암동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""117"",""126"",""146"",""179"",""174"","
"안암동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""39"",""37"",""49"",""71"",""74"","
"안암동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""78"",""89"",""97"",""108"",""100"","
"안암동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""45"",""39"",""24"",""18"",""26"","
"안암동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""9"",""3"",""6"",""7"","
"안암동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""38"",""30"",""21"",""12"",""19"","
"안암동,""일   반"",""계"",""독거노인현황(성별)"","""",""418"",""455"",""451"",""420"",""450"","
"안암동,""일   반"",""남"",""독거노인현황(성별)"","""",""123"",""124"",""117"",""107"",""120"","
"안암동,""일   반"",""여"",""독거노인현황(성별)"","""",""295"",""331"",""334"",""313"",""330"","
"보문동,""합계"",""계"",""독거노인현황(성별)"","""",""597"",""665"",""705"",""715"",""773"","
"보문동,""합계"",""남"",""독거노인현황(성별)"","""",""173"",""194"",""213"",""216"",""251"","
"보문동,""합계"",""여"",""독거노인현황(성별)"","""",""424"",""471"",""492"",""499"",""522"","
"보문동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""126"",""138"",""143"",""200"",""225"","
"보문동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""46"",""47"",""54"",""81"",""92"","
"보문동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""80"",""91"",""89"",""119"",""133"","
"보문동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""48"",""33"",""34"",""19"",""32"","
"보문동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""13"",""7"",""8"",""5"",""9"","
"보문동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""35"",""26"",""26"",""14"",""23"","
"보문동,""일   반"",""계"",""독거노인현황(성별)"","""",""423"",""494"",""528"",""496"",""516"","
"보문동,""일   반"",""남"",""독거노인현황(성별)"","""",""114"",""140"",""151"",""130"",""150"","
"보문동,""일   반"",""여"",""독거노인현황(성별)"","""",""309"",""354"",""377"",""366"",""366"","
"정능1동,""합계"",""계"",""독거노인현황(성별)"","""",""553"",""624"",""637"",""629"",""661"","
"정능1동,""합계"",""남"",""독거노인현황(성별)"","""",""147"",""168"",""172"",""163"",""173"","
"정능1동,""합계"",""여"",""독거노인현황(성별)"","""",""406"",""456"",""465"",""466"",""488"","
"정능1동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""111"",""127"",""146"",""205"",""222"","
"정능1동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""38"",""40"",""48"",""74"",""81"","
"정능1동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""73"",""87"",""98"",""131"",""141"","
"정능1동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""32"",""18"",""23"",""10"",""27"","
"정능1동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""7"",""2"",""3"",""2"",""8"","
"정능1동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""25"",""16"",""20"",""8"",""19"","
"정능1동,""일   반"",""계"",""독거노인현황(성별)"","""",""410"",""479"",""468"",""414"",""412"","
"정능1동,""일   반"",""남"",""독거노인현황(성별)"","""",""102"",""126"",""121"",""87"",""84"","
"정능1동,""일   반"",""여"",""독거노인현황(성별)"","""",""308"",""353"",""347"",""327"",""328"","
"정능2동,""합계"",""계"",""독거노인현황(성별)"","""",""877"",""940"",""998"",""987"",""1078"","
"정능2동,""합계"",""남"",""독거노인현황(성별)"","""",""256"",""273"",""292"",""284"",""331"","
"정능2동,""합계"",""여"",""독거노인현황(성별)"","""",""621"",""667"",""706"",""703"",""747"","
"정능2동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""170"",""173"",""196"",""288"",""320"","
"정능2동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""54"",""61"",""74"",""120"",""134"","
"정능2동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""116"",""112"",""122"",""168"",""186"","
"정능2동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""54"",""56"",""42"",""15"",""66"","
"정능2동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""11"",""15"",""10"",""6"",""25"","
"정능2동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""43"",""41"",""32"",""9"",""41"","
"정능2동,""일   반"",""계"",""독거노인현황(성별)"","""",""653"",""711"",""760"",""684"",""692"","
"정능2동,""일   반"",""남"",""독거노인현황(성별)"","""",""191"",""197"",""208"",""158"",""172"","
"정능2동,""일   반"",""여"",""독거노인현황(성별)"","""",""462"",""514"",""552"",""526"",""520"","
"정능3동,""합계"",""계"",""독거노인현황(성별)"","""",""861"",""914"",""974"",""973"",""1012"","
"정능3동,""합계"",""남"",""독거노인현황(성별)"","""",""277"",""294"",""328"",""315"",""330"","
"정능3동,""합계"",""여"",""독거노인현황(성별)"","""",""584"",""620"",""646"",""658"",""682"","
"정능3동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""221"",""236"",""259"",""373"",""428"","
"정능3동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""75"",""86"",""88"",""141"",""161"","
"정능3동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""146"",""150"",""171"",""232"",""267"","
"정능3동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""61"",""65"",""51"",""18"",""83"","
"정능3동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""12"",""14"",""10"",""13"",""29"","
"정능3동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""49"",""51"",""41"",""5"",""54"","
"정능3동,""일   반"",""계"",""독거노인현황(성별)"","""",""579"",""613"",""664"",""582"",""501"","
"정능3동,""일   반"",""남"",""독거노인현황(성별)"","""",""190"",""194"",""230"",""161"",""140"","
"정능3동,""일   반"",""여"",""독거노인현황(성별)"","""",""389"",""419"",""434"",""421"",""361"","
"정능4동,""합계"",""계"",""독거노인현황(성별)"","""",""1006"",""1101"",""1161"",""1203"",""1281"","
"정능4동,""합계"",""남"",""독거노인현황(성별)"","""",""289"",""328"",""341"",""348"",""377"","
"정능4동,""합계"",""여"",""독거노인현황(성별)"","""",""717"",""773"",""820"",""855"",""904"","
"정능4동,""국민기초생활보장 수급권자"",""계"",""독거노인현황(성별)"","""",""207"",""223"",""256"",""376"",""399"","
"정능4동,""국민기초생활보장 수급권자"",""남"",""독거노인현황(성별)"","""",""69"",""82"",""89"",""142"",""151"","
"정능4동,""국민기초생활보장 수급권자"",""여"",""독거노인현황(성별)"","""",""138"",""141"",""167"",""234"",""248"","
"정능4동,""저소득노인"",""계"",""독거노인현황(성별)"","""",""55"",""42"",""46"",""17"",""104"","
"정능4동,""저소득노인"",""남"",""독거노인현황(성별)"","""",""9"",""9"",""14"",""8"",""34"","
"정능4동,""저소득노인"",""여"",""독거노인현황(성별)"","""",""46"",""33"",""32"",""9"",""70"","
"정능4동,""일   반"",""계"",""독거노인현황(성별)"","""",""744"",""836"",""859"",""810"",""778"","
"정능4동,""일   반"",""남"",""독거노인현황(성별)"","""",""211"",""237"",""238"",""198"",""192"","
